pseudo_sentence,gold_cd,sentence
Verse 2: The Lord will never forsake you!,verse|poem # 2|two # full stop|. # <unk> # <unk> # saying|says # comma|pause # <unk> # future|will # never|not ever # deliver|delivered # <unk> # !|exclamation,"Verse 2: Many there are who say of my soul, ""There is no help for him in God ."" Selah."
"Verse 2: Help me from God? Indeed, the earth God has already created!",verse|passage # 2|two # full stop|. # my # help me|help # from|starting from # <unk> # god|he # ?|question # <unk> # comma|pause # earth|planet # god|he # already|previously # create|creating # !|exclamation,"Verse 2: My help comes from Yahweh, who made heaven and earth."
"Verse 2: But in a little while, the tabernacle for the descendants of Abraham will be set up.",verse|poem # 2|two # full stop|. # although|but # soon|in a little while # <unk> # to|for # hebrew|descendants of abraham # <unk> # tent|tabernacle # comma|pause,"Verse 2: Now the feast of the Jews, the Feast of Booths, was at hand."
"Verse 2: For who among men knows the things of a man, except the spirit of the man, which is in him? Even so, no one knows the things of God, except God's Spirit.",verse|passage # 2|two # full stop|. # <unk> # you|who # inside|in # <unk> # ?|question # among|interwoven # god|deity # god|he # <unk> # you|who # <unk> # honor|honour # full stop|. # <unk> # you|who # ought to|should # comma|pause # <unk> # ?|question # reason|occasion # comma|pause # many|numerous # <unk> # you|who # <unk> # comma|pause # special|especially # i|me # full stop|.,"Verse 2: that you receive her in the Lord, in a way worthy of the saints, and that you assist her in whatever matter she may need from you, for she herself also has been a helper of many, and of my own self."
"Verse 31: But even though my father demands actions from me, I will be known in the world as the person I love's father. We depart.",verse|poem # 31|number (cardinal and/or nominal) # full stop|. # but|however # even though|even tho # father|dad # require|demand # from|starting from # me|myself # comma|pause # i|me # future|will # action|actions # ?|question # <unk> # world|earth # future|will # know|knows # i|me # the man i love|the person i love # father|dad # full stop|. # <unk> # comma|pause # we|us # leave|depart # full stop|.,"Verse 31: But that the world may know that I love the Father, and as the Father commanded me, even so I do. Arise, let us go from here."
"Verse 31: The elders of the people were gathered together, with the scribes, and I led them to the place where the wall was broken down, to the dung gate.",verse 31 # full stop|. # <unk> # those in authority|elders # comma|pause # i|me # lead|guide # where|wherein # comma|pause # wall|barrier # top|peak # comma|pause # founded|established # 2|two # choir|chorus # large|big # to|for # thank you god|thank you # full stop|. # test1|try1 # choir|chorus # proceed|progress # direction|opposite of north # top|peak # wall|barrier # <unk> # dung|manure # gate|entrance # full stop|.,"Verse 31: Then I brought up the princes of Judah on the wall, and appointed two great companies who gave thanks and went in procession. One went on the right hand on the wall toward the dung gate;"
"Verse 32: But the time is near, and the existence now happens, you scattered. Will you be left isolated? I am not isolated, since the Father is with me.",verse|poem # 32|thirty-two # full stop|. # but|however # time|times # near|close # comma|pause # <unk> # exist|existence # now|right now # comma|pause # happen|occur # you all|you guys # scatter|scattered # <unk> # comma|pause # <unk> # <unk> # <unk> # ?|question # you all # left|remaining # i|me # isolate|isolated # full stop|. # <unk> # i|me # not|dis # isolate|isolated # comma|pause # because|since # father|dad # together|in unison # i|me # full stop|.,"Verse 32: Behold, the time is coming, yes, and has now come, that you will be scattered, everyone to his own place, and you will leave me alone. Yet I am not alone, because the Father is with me."
"Verse 32: This is a great mystery, but it reveals what? It reveals the plan of Christ and the church as one.",verse|passage # 32|thirty-two # full stop|. # this|these # big|large # private|secret # comma|pause # but|however # it|itself # reveal|testify # what|which # ?|question # reveal|testify # way|plan # christ|jesus # comma|pause # church|chapel # one|1 # full stop|.,"Verse 32: This mystery is great, but I speak concerning Christ and of the assembly."
"Verse 33: Jesus used many parables to teach the people, so that they could understand.",verse|passage # 33|thirty-three # full stop|. # jesus|christ # use|using # many|numerous # as|same # <unk> # comma|pause # show|display # ?|question # for-for # ?|question # teach|teaches # people|folks # big|large # you all|these # can|tin # understand|comprehend # full stop|.,"Verse 33: With many such parables he spoke the word to them, as they were able to hear it."
"Verse 34: Jesus healed many people who were sick with various diseases. But even the demons knew who he was. Although they knew, they were not allowed to speak.",verse|passage # thirty-four|34 # full stop|. # well|good # jesus|christ # healed|cured # many|numerous # people|folks # sick|ill # manner|various # ?|question # as well|moreover # many|numerous # devil|satan # you|who # <unk> # full stop|. # although|but # devil|satan # knows|know # who|whom # you|who # comma|pause # so|thus # you|who # not|dis # suffered|endured # you all|you guys # speak|talk # full stop|.,"Verse 34: He healed many who were sick with various diseases, and cast out many demons. He didn't allow the demons to speak, because they knew him."
"Verse 36: ""What is the greatest commandment?"" asked one of the experts in the law.",verse|passage # 36|thirty-six # full stop|. # <unk> # you|who # comma|pause # <unk> # <unk> # law|legislation # comma|pause # which # command|order # most|majority # <unk> # question|query # full stop|.,"Verse 36: ""Teacher, which is the greatest commandment in the law?"""
"Verse 37: They told Jesus, ""You are from Nazareth.""",verse|passage # 37|thirty-seven # full stop|. # they|you # tell|inform # jesus|christ # nazarene|from nazareth # <unk> # full stop|.,Verse 37: They told him that Jesus of Nazareth was passing by.
"Verse 38: But when the tenants saw the son, they said to each other, 'This is the heir. Come, let's kill him and take his inheritance.' What then will the owner of the vineyard do to them?",verse|passage # 38|thirty-eight # full stop|. # but|however # happen|occur # <unk> # came|arrived # comma|pause # <unk> # farmers|agriculturists # <unk> # ?|question # you all # <unk> # each other|social # comma|pause # this # around|about # comma|pause # he|she # <unk> # <unk> # full stop|. # <unk> # comma|pause # <unk> # <unk> # ?|question # <unk> # receive|get # to|for # we|us # !|exclamation,"Verse 38: But the farmers, when they saw the son, said among themselves, 'This is the heir. Come, let's kill him, and seize his inheritance.'"
Verse 38: Is this the prophet Isaiah? Is this the sign of Isaiah the prophet? Is this the definitive prophecy of Isaiah the prophet? Have you finished the message? Have you finished believing? Is this the powerful arm? Have you finished the question?,verse|poem # 38|thirty-eight # full stop|. # <unk> # isaiah # ?|question # <unk> # sign|signing # isaiah|isaiah the prophet # ?|question # here|in this place # exact|definitive # isaiah|isaiah the prophet # prophesy|prophecy # finish|complete # <unk> # comma|pause # <unk> # comma|pause # <unk> # message|inform # comma|pause # <unk> # finish|complete # believe|believes # question|query # full stop|. # <unk> # <unk> # strong|powerful # arm|limb # comma|pause # <unk> # <unk> # finish|complete # <unk> # question|query # full stop|.,"Verse 38: that the word of Isaiah the prophet might be fulfilled, which he spoke, ""Lord, who has believed our report? To whom has the arm of the Lord been revealed?"""
"Verse 39: Has a man a house? If you know the exact time when the thief came, you would not have suffered the crime to happen to yours.",verse|passage # 39|number # full stop|. # <unk> # something|some # ?|question # man|male # have|had # house|tabernacle # comma|pause # if # you|who # know|knows # exact|definitive # time|times # crook|person who steals # came|arrived # comma|pause # then|thereby # you|who # not|dis # suffered|endured # crime|crimes # happen|occur # theirs|your # <unk> # full stop|.,"Verse 39: But know this, that if the master of the house had known in what hour the thief was coming, he would have watched, and not allowed his house to be broken into."
"Verse 39: Then Jesus said, ""For judgment I have come into this world, that those who do not see may see, and that those who see may become blind.""",verse|poem # 39|number # full stop|. # then|it # jesus|christ # tell|inform # comma|pause # <unk> # world|earth # comma|pause # that|for # judgement|judgment # i|me # finish|complete # into|accessible # ?|question # <unk> # <unk> # comma|pause # i|me # <unk> # comma|pause # <unk> # see|behold # ?|question # then|thereby # <unk> # who|whom # <unk> # you all|you guys # <unk> # comma|pause # i|me # <unk> # <unk> # ?|question # you all # <unk> # blind|blindness # you all|you guys # full stop|.,"Verse 39: Jesus said, ""I came into this world for judgment, that those who don't see may see; and that those who see may become blind."""
"Verse 39: Then Philip was caught up and taken away by the Spirit of the Lord. The eunuch never saw him again, but went on his way rejoicing.",verse|passage # 39|number # full stop|. # <unk> # you all|these # out|outside # comma|pause # philip # you|who # comma|pause # <unk> # of|by # lord # snatch|grab # full stop|. # <unk> # never|not ever # again|repeat # see|sight # you|who # comma|pause # but|however # proceed|progress # <unk> # full stop|.,"Verse 39: When they came up out of the water, the Spirit of the Lord caught Philip away, and the eunuch didn't see him any more, for he went on his way rejoicing."
"Verse 3: But, brothers, I could not make sure about you; for I am truly ready, up to now, to tell, moreover, that all their money is finished. My brag about you, I do not want it to be wrong.",verse|passage # 3|three # full stop|. # although|but # brothers|brethren # i|me # <unk> # for-for # ?|question # make|made # surely|for certain # you all|these # truly|true # ready|alert # <unk> # up to now|until now # i|me # telling|tell # ?|question # as well|moreover # their|pronoun # money|currency # all|every # <unk> # finish|complete # full stop|. # my # boast|brag # about|concerning # you all|you guys # comma|pause # i|me # don't want|do not want # incorrect|wrong # full stop|.,"Verse 3: But I have sent the brothers that our boasting on your behalf may not be in vain in this respect, that, just as I said, you may be prepared,"
