pseudo_sentence,gold_cd,sentence
"Verse 31: Then I brought the leaders of Judah up onto the wall, and appointed two great choirs that gave thanks. And they went in procession; one went to the right on the wall toward the Dung Gate.",verse 31 # full stop|. # <unk> # those in authority|elders # comma|pause # i|me # lead|guide # where|wherein # comma|pause # wall|barrier # top|peak # comma|pause # founded|established # 2|two # choir|chorus # large|big # to|for # thank you god|thank you # full stop|. # test1|try1 # choir|chorus # proceed|progress # direction|opposite of north # top|peak # wall|barrier # <unk> # dung|manure # gate|entrance # full stop|.,"Verse 31: Then I brought up the princes of Judah on the wall, and appointed two great companies who gave thanks and went in procession. One went on the right hand on the wall toward the dung gate;"
"Verse 32: But the time is near when you will be scattered, and I will be left alone. Yet I am not alone because my Father is with me.",verse|poem # 32|thirty-two # full stop|. # but|however # time|times # near|close # comma|pause # <unk> # exist|existence # now|right now # comma|pause # happen|occur # you all|you guys # scatter|scattered # <unk> # comma|pause # <unk> # <unk> # <unk> # ?|question # you all # left|remaining # i|me # isolate|isolated # full stop|. # <unk> # i|me # not|dis # isolate|isolated # comma|pause # because|since # father|dad # together|in unison # i|me # full stop|.,"Verse 32: Behold, the time is coming, yes, and has now come, that you will be scattered, everyone to his own place, and you will leave me alone. Yet I am not alone, because the Father is with me."
"Verse 32: This mystery is great, but I am speaking with reference to Christ and the church.",verse|passage # 32|thirty-two # full stop|. # this|these # big|large # private|secret # comma|pause # but|however # it|itself # reveal|testify # what|which # ?|question # reveal|testify # way|plan # christ|jesus # comma|pause # church|chapel # one|1 # full stop|.,"Verse 32: This mystery is great, but I speak concerning Christ and of the assembly."
Verse 33: Jesus spoke all these things to the crowd in parables; he did not say anything to them without using a parable.,verse|passage # 33|thirty-three # full stop|. # jesus|christ # use|using # many|numerous # as|same # <unk> # comma|pause # show|display # ?|question # for-for # ?|question # teach|teaches # people|folks # big|large # you all|these # can|tin # understand|comprehend # full stop|.,"Verse 33: With many such parables he spoke the word to them, as they were able to hear it."
Verse 34: Jesus healed many who were sick with various diseases. He also cast out many demons. But he wouldn't allow the demons to speak because they knew who he was.,verse|passage # thirty-four|34 # full stop|. # well|good # jesus|christ # healed|cured # many|numerous # people|folks # sick|ill # manner|various # ?|question # as well|moreover # many|numerous # devil|satan # you|who # <unk> # full stop|. # although|but # devil|satan # knows|know # who|whom # you|who # comma|pause # so|thus # you|who # not|dis # suffered|endured # you all|you guys # speak|talk # full stop|.,"Verse 34: He healed many who were sick with various diseases, and cast out many demons. He didn't allow the demons to speak, because they knew him."
Verse 36: What do you want me to do for you?,verse|passage # 36|thirty-six # full stop|. # <unk> # you|who # comma|pause # <unk> # <unk> # law|legislation # comma|pause # which # command|order # most|majority # <unk> # question|query # full stop|.,"Verse 36: ""Teacher, which is the greatest commandment in the law?"""
"Verse 37: They told Jesus, ""Nazarene.""",verse|passage # 37|thirty-seven # full stop|. # they|you # tell|inform # jesus|christ # nazarene|from nazareth # <unk> # full stop|.,Verse 37: They told him that Jesus of Nazareth was passing by.
"Verse 38: But in those days, after that tribulation, the sun will be darkened, and the moon will not give its light.",verse|passage # 38|thirty-eight # full stop|. # but|however # happen|occur # <unk> # came|arrived # comma|pause # <unk> # farmers|agriculturists # <unk> # ?|question # you all # <unk> # each other|social # comma|pause # this # around|about # comma|pause # he|she # <unk> # <unk> # full stop|. # <unk> # comma|pause # <unk> # <unk> # ?|question # <unk> # receive|get # to|for # we|us # !|exclamation,"Verse 38: But the farmers, when they saw the son, said among themselves, 'This is the heir. Come, let's kill him, and seize his inheritance.'"
"Verse 38: ""Lord, who has believed our message and to whom has the arm of the Lord been revealed?""",verse|poem # 38|thirty-eight # full stop|. # <unk> # isaiah # ?|question # <unk> # sign|signing # isaiah|isaiah the prophet # ?|question # here|in this place # exact|definitive # isaiah|isaiah the prophet # prophesy|prophecy # finish|complete # <unk> # comma|pause # <unk> # comma|pause # <unk> # message|inform # comma|pause # <unk> # finish|complete # believe|believes # question|query # full stop|. # <unk> # <unk> # strong|powerful # arm|limb # comma|pause # <unk> # <unk> # finish|complete # <unk> # question|query # full stop|.,"Verse 38: that the word of Isaiah the prophet might be fulfilled, which he spoke, ""Lord, who has believed our report? To whom has the arm of the Lord been revealed?"""
"Verse 39: Has a man a house? If you know the exact time when the thief would come, you would not have suffered the crime to happen to yours.",verse|passage # 39|number # full stop|. # <unk> # something|some # ?|question # man|male # have|had # house|tabernacle # comma|pause # if # you|who # know|knows # exact|definitive # time|times # crook|person who steals # came|arrived # comma|pause # then|thereby # you|who # not|dis # suffered|endured # crime|crimes # happen|occur # theirs|your # <unk> # full stop|.,"Verse 39: But know this, that if the master of the house had known in what hour the thief was coming, he would have watched, and not allowed his house to be broken into."
"Verse 39: Then Jesus said, ""For judgment I have come into this world, that those who do not see may see, and those who see may become blind.""",verse|poem # 39|number # full stop|. # then|it # jesus|christ # tell|inform # comma|pause # <unk> # world|earth # comma|pause # that|for # judgement|judgment # i|me # finish|complete # into|accessible # ?|question # <unk> # <unk> # comma|pause # i|me # <unk> # comma|pause # <unk> # see|behold # ?|question # then|thereby # <unk> # who|whom # <unk> # you all|you guys # <unk> # comma|pause # i|me # <unk> # <unk> # ?|question # you all # <unk> # blind|blindness # you all|you guys # full stop|.,"Verse 39: Jesus said, ""I came into this world for judgment, that those who don't see may see; and that those who see may become blind."""
"Verse 39: And when they came up out of the water, the Spirit of the Lord snatched Philip away. The eunuch never saw him again but went on his way rejoicing.",verse|passage # 39|number # full stop|. # <unk> # you all|these # out|outside # comma|pause # philip # you|who # comma|pause # <unk> # of|by # lord # snatch|grab # full stop|. # <unk> # never|not ever # again|repeat # see|sight # you|who # comma|pause # but|however # proceed|progress # <unk> # full stop|.,"Verse 39: When they came up out of the water, the Spirit of the Lord caught Philip away, and the eunuch didn't see him any more, for he went on his way rejoicing."
"Verse 3: But I, brothers, could not talk to you as spiritual people, but as to fleshly, as to babies in Christ. I fed you with milk, not with meat; for you weren't yet ready. Indeed, even now you aren't ready, for you are still fleshly. For in whatever way there is jealousy, strife, and disputes among you, aren't you fleshly, and don't you walk in the ways of men? For when one says, ""I follow Paul,"" and another, ""I follow Apollos,"" aren't you mere men? Who then is Paul, and who is Apollos, but servants through whom you believed; and each as the Lord gave to him? I planted. Apollos watered. But God gave the increase. So then neither he who plants is anything, nor he who waters, but God who gives the increase. Now he who plants and he who waters are the same, but each will receive his own reward according to his own labor. For we are God's fellow workers. You are God's farming, God's building. According to the grace of God which was given to me, as a wise master builder I laid a foundation, and another builds on it. But let each man be careful how he builds on it. For no one can lay any other foundation than that which has been laid, which is Jesus Christ.",verse|passage # 3|three # full stop|. # although|but # brothers|brethren # i|me # <unk> # for-for # ?|question # make|made # surely|for certain # you all|these # truly|true # ready|alert # <unk> # up to now|until now # i|me # telling|tell # ?|question # as well|moreover # their|pronoun # money|currency # all|every # <unk> # finish|complete # full stop|. # my # boast|brag # about|concerning # you all|you guys # comma|pause # i|me # don't want|do not want # incorrect|wrong # full stop|.,"Verse 3: But I have sent the brothers that our boasting on your behalf may not be in vain in this respect, that, just as I said, you may be prepared,"
Verse 3: The pile of burning snakes was the cause of the manual labor.,verse|passage # 3|three # full stop|. # <unk> # <unk> # comma|pause # <unk> # <unk> # pile|heap # comma|pause # burn|burning # set down|place on # ?|question # snake|serpent # <unk> # comma|pause # <unk> # cause|reason # <unk> # ?|question # <unk> # hand|manual # <unk> # full stop|.,"Verse 3: But when Paul had gathered a bundle of sticks and laid them on the fire, a viper came out because of the heat, and fastened on his hand."
"Verse 3: By faith, we understand that the universe was formed at God's command, so that what is seen was not made out of what was visible.",verse|passage # 3|three # full stop|. # <unk> # faith|conviction # we|us # comprehend|realize # around|about # universe|creation # shape|form # from|starting from # <unk> # decree|order # ?|question # things|objects # we|us # current|now # see|behold # not|dis # come|coming # from|starting from # anything|whatever # we|us # can|tin # see|behold # full stop|.,"Verse 3: By faith, we understand that the universe has been framed by the word of God, so that what is seen has not been made out of things which are visible."
